iter	Logloss
282	0.1679634073
283	0.1679098009
284	0.1678835206
285	0.1678404628
286	0.1678099863
287	0.1677822416
288	0.1677501665
289	0.1677282846
290	0.1676937642
291	0.1676636391
292	0.1676309124
293	0.1676046174
294	0.1675590839
295	0.1675377391
296	0.1675128951
297	0.16748321
298	0.167428729
299	0.1673979367
300	0.1673604014
301	0.167330309
302	0.1673061209
303	0.1672749895
304	0.1672389346
305	0.1672119988
306	0.1671988734
307	0.1671713266
308	0.1671373742
309	0.1671090061
310	0.1670645418
311	0.1670256496
312	0.1669953643
313	0.1669566655
314	0.1669121596
315	0.1668650113
316	0.1668422407
317	0.1668015493
318	0.1667743654
319	0.1667519148
320	0.1667269268
321	0.1667107533
322	0.1666720325
323	0.1666534964
324	0.1666202923
325	0.1666048551
326	0.1665717223
327	0.1665508368
328	0.1665127451
329	0.1664717774
330	0.1664517833
331	0.1664251931
332	0.1663937171
333	0.1663651686
334	0.1663466877
335	0.1663237111
336	0.1662966633
337	0.1662729397
338	0.1662434347
339	0.166237208
340	0.1662160587
341	0.1661820207
342	0.1661473626
343	0.1661200396
344	0.166078957
345	0.1660611836
346	0.166028347
347	0.1660044706
348	0.1659814595
349	0.1659478442
350	0.1659193369
351	0.1659046068
352	0.1658610577
353	0.1658365251
354	0.1658000587
355	0.1657727591
356	0.1657316435
357	0.1657107888
358	0.1656777261
359	0.1656413945
360	0.1656230231
361	0.165597424
362	0.165560856
363	0.1655265934
364	0.1655107075
365	0.1654972449
366	0.1654835717
367	0.1654548592
368	0.1654413696
369	0.1654148736
370	0.1653946637
371	0.165357152
372	0.1653431706
373	0.1653216262
374	0.1653009013
375	0.1652761788
376	0.165257586
377	0.165230917
378	0.1651900664
379	0.165153627
380	0.1651336276
381	0.1651092868
382	0.1650933215
383	0.1650485611
384	0.1650243918
385	0.1649831579
386	0.1649595715
387	0.1649358483
388	0.1649139089
389	0.1648988433
390	0.1648692098
391	0.1648372527
392	0.1648227116
393	0.1648016013
394	0.1647719907
395	0.1647516587
396	0.1647245269
397	0.1646946284
398	0.1646714051
399	0.1646408919
400	0.1646241067
401	0.1646111083
402	0.1645770381
403	0.1645632127
404	0.164551172
405	0.1645359492
406	0.1645139604
407	0.1644881025
408	0.1644718054
409	0.1644541318
410	0.1644256044
411	0.1644047847
412	0.1643888729
413	0.1643744647
414	0.1643460444
415	0.1643134654
416	0.1642855608
417	0.164255413
418	0.164224331
419	0.1642036581
420	0.1641809671
421	0.1641570484
422	0.1641411999
423	0.1641092804
424	0.1640881467
425	0.1640636966
426	0.1640458578
427	0.1640340475
428	0.1640141145
429	0.1639917391
430	0.1639788692
431	0.163945553
432	0.1639288059
433	0.1638969671
434	0.1638679244
435	0.1638362703
436	0.1637962474
437	0.1637615197
438	0.1637440477
439	0.1637223524
440	0.1637061107
441	0.1636787616
442	0.163653192
443	0.1636140638
444	0.1635839699
445	0.1635541673
446	0.1635241693
447	0.1635137505
448	0.1634960002
449	0.1634692846
450	0.1634462813
451	0.1634109698
452	0.1633930847
453	0.16337016
454	0.1633541252
455	0.1633216226
456	0.1633017297
457	0.1632751614
458	0.1632535295
459	0.163243297
460	0.1632229566
461	0.1631910328
462	0.1631547994
463	0.1631284946
464	0.1631161604
465	0.1631029885
466	0.1630802896
467	0.163071052
468	0.1630572898
469	0.1630209488
470	0.1629849483
471	0.1629646099
472	0.162932909
473	0.1629035438
474	0.1628736085
475	0.1628431975
476	0.1628231839
477	0.1627957769
478	0.1627761694
479	0.1627429113
480	0.1627223086
481	0.1627092122
482	0.1626746036
483	0.1626495646
484	0.1626288225
485	0.1626068365
486	0.1625855207
487	0.1625543182
488	0.1625450592
489	0.1625057317
490	0.1624876724
491	0.1624584638
492	0.162442138
493	0.1624125089
494	0.1623869074
495	0.1623726258
496	0.1623612942
497	0.1623474726
498	0.1623280113
499	0.162297774
500	0.1622784279
501	0.1622535806
502	0.1622457477
503	0.1622309782
504	0.1622071197
505	0.1621745321
506	0.1621433262
507	0.1621312959
508	0.1621109262
509	0.1620859017
510	0.1620564821
511	0.1620312897
512	0.1620130592
513	0.161984967
514	0.1619587596
515	0.1619269075
516	0.1619036958
517	0.1618754321
518	0.1618688996
519	0.1618337711
520	0.1617970581
521	0.1617765871
522	0.1617481949
523	0.1617196649
524	0.1617044737
525	0.1616736586
526	0.1616607341
527	0.1616230787
528	0.16160778
529	0.1615900319
530	0.161575723
531	0.1615574504
532	0.161531627
533	0.1615094291
534	0.1614947693
535	0.161480191
536	0.1614523637
537	0.1614266098
538	0.1614063231
539	0.1613724661
540	0.1613648683
541	0.1613427554
542	0.1613102387
543	0.161288235
544	0.161268777
545	0.1612384651
546	0.1612035568
547	0.1611777066
548	0.1611424582
549	0.1611251509
550	0.1611114363
551	0.1610853267
552	0.1610499918
553	0.1610256081
554	0.1610079126
555	0.1609788074
556	0.1609485933
557	0.1609180923
558	0.1608918394
559	0.1608646455
560	0.1608455124
561	0.1608285319
562	0.1608056404
563	0.160787629
564	0.1607638085
565	0.1607483827
566	0.1607229043
567	0.1607000059
568	0.1606631138
569	0.1606444479
570	0.1606365191
571	0.1606061708
572	0.160576337
573	0.1605579122
574	0.1605459922
575	0.160532203
576	0.1605183803
577	0.1605088347
578	0.1604857437
579	0.1604760268
580	0.1604382705
581	0.160415596
582	0.1603862801
583	0.1603520853
584	0.1603241685
585	0.1603021155
586	0.160266439
587	0.1602509574
588	0.1602242678
589	0.1601939693
590	0.1601777581
591	0.1601529354
592	0.1601395077
593	0.1601178931
594	0.1600978978
595	0.1600799793
596	0.1600607163
597	0.1600423023
598	0.1600184241
599	0.1599822006
600	0.1599723703
601	0.1599588165
602	0.1599307913
603	0.1599141757
604	0.159887252
605	0.1598607236
606	0.1598418094
607	0.1598066669
608	0.1597853125
609	0.1597753153
610	0.1597506995
611	0.1597260944
612	0.159715057
613	0.1596927179
614	0.1596746132
615	0.1596286926
616	0.1596139637
617	0.1595954364
618	0.1595704862
619	0.1595542085
620	0.1595263997
621	0.1595141475
622	0.159497556
623	0.1594805344
624	0.1594579551
625	0.1594420824
626	0.1594228823
627	0.1593940256
628	0.1593730071
629	0.1593541789
630	0.1593315173
631	0.1593153132
632	0.1592962104
633	0.1592793147
634	0.1592526671
635	0.1592239184
636	0.159193464
637	0.1591645427
638	0.159140117
639	0.1591245189
640	0.1591138596
641	0.1590863852
642	0.1590733715
643	0.1590462975
644	0.1590210475
645	0.1590013095
646	0.1589787206
647	0.1589571665
648	0.1589455116
649	0.1589293658
650	0.1588962792
651	0.1588838274
652	0.1588603932
653	0.1588404761
654	0.1588136865
655	0.1587864081
656	0.1587656508
657	0.1587316987
658	0.1587138244
659	0.1586955577
660	0.158683638
661	0.1586488422
662	0.1586209125
663	0.1585885292
664	0.1585748748
665	0.1585551683
666	0.158532685
667	0.1585079676
668	0.158475326
669	0.1584543299
670	0.1584358256
671	0.1584250074
672	0.1584095405
673	0.1584012325
674	0.1583746963
675	0.1583610934
676	0.1583219908
677	0.1583085422
678	0.1582958138
679	0.1582589993
680	0.1582351038
681	0.1582152015
682	0.1581823456
683	0.1581763421
684	0.158161692
685	0.1581465044
686	0.158120899
687	0.1581102753
688	0.1580800417
689	0.1580652679
690	0.1580510008
691	0.1580222507
692	0.1580005973
693	0.1579952623
694	0.1579753158
695	0.1579623445
696	0.157956228
697	0.1579321031
698	0.1579039725
699	0.1578813838
700	0.1578595345
701	0.1578336623
702	0.1578191243
703	0.1577994382
704	0.1577892392
705	0.1577567535
706	0.1577390214
707	0.1577302599
708	0.1577083896
709	0.1576872352
710	0.1576675179
711	0.157642691
712	0.1576295522
713	0.1576031117
714	0.1575784251
715	0.157558135
716	0.1575311359
717	0.1575127295
718	0.1575051875
719	0.1574860207
720	0.1574638228
721	0.1574410008
722	0.1574198805
723	0.1574062467
724	0.1573938989
725	0.1573585377
726	0.1573284862
727	0.1573059386
728	0.1572831087
729	0.15727203
730	0.1572613009
731	0.1572367664
732	0.1572185812
733	0.1571970455
734	0.1571788689
735	0.1571528883
736	0.157135379
737	0.1571142963
738	0.157093189
739	0.1570800391
740	0.1570459202
741	0.1570347678
742	0.1570086004
743	0.1569793599
744	0.1569577277
745	0.1569529713
746	0.1569353687
747	0.1569110898
748	0.1568959949
749	0.1568707944
750	0.1568461797
751	0.1568105197
752	0.1567878727
753	0.1567695733
754	0.1567478259
755	0.156727192
756	0.156705349
757	0.1566871722
758	0.1566458631
759	0.1566103628
760	0.1565890946
761	0.1565725756
762	0.1565574974
763	0.1565318129
764	0.1565160115
765	0.15650471
766	0.1564992761
767	0.1564835264
768	0.1564462616
769	0.1564284659
770	0.156403654
771	0.1563820046
772	0.1563565451
773	0.1563385623
774	0.1563190327
775	0.1563023154
776	0.1562741827
777	0.1562551817
778	0.1562298838
779	0.1562019135
780	0.1561688668
781	0.1561427292
782	0.1561221601
783	0.1561074191
784	0.1560780561
785	0.1560631273
786	0.1560391395
787	0.1560275041
788	0.1560175178
789	0.1560059072
790	0.155995163
791	0.1559734146
792	0.1559547991
793	0.1559260303
794	0.1559049411
795	0.1558793101
796	0.155861507
797	0.1558450796
798	0.1558263476
799	0.1558029466
800	0.1557800179
801	0.1557698689
802	0.1557369677
803	0.1557235467
804	0.1557026826
805	0.1556646691
806	0.1556422206
807	0.1556248146
808	0.1555779819
809	0.1555463594
810	0.1555291412
811	0.1555210905
812	0.15549329
813	0.1554673157
814	0.1554489226
815	0.1554227722
816	0.1554013816
817	0.1553780241
818	0.1553629861
819	0.1553386308
820	0.1553114117
821	0.1553010808
822	0.1552751915
823	0.1552602457
824	0.1552300364
825	0.1552018063
826	0.1551788522
827	0.1551604233
828	0.1551526392
829	0.1551245126
830	0.1551043619
831	0.1550766168
832	0.1550542444
833	0.1550256005
834	0.1550039396
835	0.154982346
836	0.1549620881
837	0.1549508017
838	0.154932109
839	0.1549120992
840	0.1548862172
841	0.1548671308
842	0.1548537849
843	0.1548191512
844	0.1547972506
845	0.1547766724
846	0.1547676533
847	0.1547475318
848	0.1547291809
849	0.1547161503
850	0.154692562
851	0.154679541
852	0.1546680659
853	0.1546493211
854	0.1546341264
855	0.1546157525
856	0.1545888635
857	0.1545683979
858	0.1545513172
859	0.1545259367
860	0.1545056757
861	0.1544872528
862	0.154473171
863	0.1544512655
864	0.1544425963
865	0.1544302143
866	0.1544057448
867	0.1543910059
868	0.1543773242
869	0.1543574964
870	0.1543381859
871	0.1543113843
872	0.1542883089
873	0.1542729956
874	0.1542572065
875	0.1542243987
876	0.1542004096
877	0.1541766227
878	0.1541570173
879	0.1541226943
880	0.1540938359
881	0.1540732005
882	0.1540563624
883	0.1540483531
884	0.154034087
885	0.1540194199
886	0.1540128467
887	0.1539771066
888	0.1539581886
889	0.153937271
890	0.153916351
891	0.1538881963
892	0.1538652456
893	0.1538414357
894	0.1538177888
895	0.1537989152
896	0.153784546
897	0.1537668029
898	0.1537490264
899	0.1537275305
900	0.1537161128
901	0.153689686
902	0.1536638704
903	0.1536599328
904	0.1536315687
905	0.1536084157
906	0.153589573
907	0.1535722571
908	0.1535594385
909	0.1535326312
910	0.1535054179
911	0.1534929368
912	0.1534808132
913	0.1534554364
914	0.1534414614
915	0.1534181714
916	0.1533934772
917	0.1533738701
918	0.1533499364
919	0.1533340971
920	0.1533199423
921	0.1533018798
922	0.1532749704
923	0.1532487346
924	0.1532258047
925	0.1531982352
926	0.1531871324
927	0.1531737154
928	0.1531558165
929	0.1531334615
930	0.1531171678
931	0.1530919817
932	0.1530677101
933	0.1530549354
934	0.1530387598
935	0.1530219215
936	0.1529928814
937	0.1529746388
938	0.1529571002
939	0.1529375629
940	0.1529175505
941	0.1529146587
942	0.1528994719
943	0.1528773478
944	0.1528553459
945	0.1528385545
946	0.1528205795
947	0.1527992761
948	0.1527779896
949	0.1527494025
950	0.1527372877
951	0.1527166604
952	0.1527058982
953	0.1526726356
954	0.152658122
955	0.1526413457
956	0.1526176222
957	0.1525937933
958	0.1525709811
959	0.152560717
960	0.1525423087
961	0.1525204539
962	0.1524987067
963	0.1524791446
964	0.1524651191
965	0.1524464048
966	0.1524217085
967	0.1524047143
968	0.152390951
969	0.1523702585
970	0.1523497101
971	0.1523322546
972	0.1523059082
973	0.1522835024
974	0.152268719
975	0.1522515056
976	0.1522408345
977	0.1522301726
978	0.1522090539
979	0.1521896203
980	0.1521708808
981	0.152155349
982	0.1521350135
983	0.152103018
984	0.1520891095
985	0.1520735291
986	0.152041005
987	0.152016203
988	0.1519880327
989	0.1519731397
990	0.1519509855
991	0.1519403068
992	0.1519257019
993	0.1519083539
994	0.1518964574
995	0.1518805371
996	0.1518661027
997	0.1518475554
998	0.1518272251
999	0.1518148322
